"","year","nom.id","ind.id","chemistryaward","city","city_2","comments","country","country_2","department","gender","literatureaward","medicineaward","motivation","name","number","peaceaward","peaceaward_2","physicsaward","profession","state","university","university_2","yearbirth","yeardeath","award","n.noms","n.props","tot.noms","tot.props","prop.noms","prop.props","rank.noms","year.range"
"684","1907",3670,"prop",NA,NA,NA,NA,"ITALY (IT)",NA,NA,NA,NA,NA,NA,"14 members of the Italian Senate","10 - 13",NA,NA,NA,"Members of parliament (Senate)",NA,NA,NA,NA,NA,0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"685","1907",3672,"prop",NA,NA,NA,NA,"ITALY (IT)",NA,NA,NA,NA,NA,NA,"4  members of the Italian parliament","10 - 14",NA,NA,NA,"Members of parliament",NA,NA,NA,NA,NA,0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"686","1907",3674,"prop",NA,NA,NA,NA,"BELGIUM (BE)",NA,NA,NA,NA,NA,NA,"27 members of the Belgian parliament","10 - 15",NA,NA,NA,"Members of parliament",NA,NA,NA,NA,NA,0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"687","1907",3675,"prop",NA,NA,NA,NA,"ITALY (IT)",NA,NA,"M",NA,NA,NA,"Ettorre  Ponti","10 - 16",NA,NA,NA,"Senator",NA,NA,NA,NA,NA,0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"688","1907",3676,"prop",NA,NA,NA,NA,"ITALY (IT)",NA,NA,NA,NA,NA,NA,"Members of the Italian Senate","10 - 17",NA,NA,NA,"Members of parliament (Senate)",NA,NA,NA,NA,NA,0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"689","1907",3677,"prop",NA,"Pavia",NA,NA,"ITALY (IT)",NA,NA,NA,NA,NA,NA,"9 professors at the University of Pavia","10 - 18",NA,NA,NA,"Professors",NA,"University of Pavia",NA,NA,NA,0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"690","1907",3678,"prop",NA,NA,NA,NA,"ITALY (IT)",NA,NA,"M",NA,NA,NA,"Guido  Fusinato","10 - 19",NA,NA,NA,"Member of the Institute of International Law",NA,NA,NA,"1860","1914",0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"691","1907",3899,"nom",NA,"Bern",NA,NA,"SWITZERLAND (CH)",NA,NA,"M",NA,NA,"Promoted international law and arbitration. Author of the book ""Die Fortbildung des Verfahrens in völkerrechtl. Streitigkeiten""","Otfried  Nippold","11 - 1",NA,NA,NA,"Professor of Law",NA,NA,NA,"1864","1938",0,1,0,116,84,0.00862068965517241,0,18.5,"1900-1910"
"692","1907",3899,"prop",NA,"Jena",NA,NA,"GERMANY (DE)",NA,NA,"M",NA,NA,NA,"Eduard  Rosenthal","11 - 1",NA,NA,NA,"Professor of Law",NA,NA,NA,NA,NA,0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"693","1907",4218,"nom",NA,"Brussels",NA,NA,"BELGIUM (BE)",NA,NA,"M",NA,NA,"Nys promoted international law and arbitration. He was a member of the Permanent Court of Arbitration at The Hague and of the Permanent International Peace Bureau.","Ernest  Nys","12 - 1",NA,NA,NA,"Professor of International Law.",NA,"Brussels",NA,"1851","1921",0,4,0,116,84,0.0344827586206897,0,10,"1900-1910"
"694","1907",4218,"prop",NA,"Brussels",NA,"Nys was on the short list, but no new evaluation was requested.","BELGIUM (BE)",NA,NA,"M",NA,NA,NA,"Georges  Cornil","12 - 1",NA,NA,NA,"Professor of Roman Law. Member of the Institute of International Law.",NA,"Brussels",NA,NA,NA,0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"695","1907",4278,"prop",NA,"Oxford",NA,"Nys was on the short list, but no new evaluation was requested.","UNITED KINGDOM (GB)",NA,NA,NA,NA,NA,NA,"Sir Thomas Erskine G Holland","12 - 2",NA,NA,NA,"Professor of International Law. Member of the Institute of International Law.",NA,"University of Oxford",NA,NA,NA,0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"696","1907",4307,"prop",NA,NA,NA,"Nys was on the short list, but no new evaluation was requested.","FINLAND (FI)",NA,NA,"M",NA,NA,NA,"Leo  Mechelin","12 - 3",NA,NA,NA,"Senator",NA,NA,NA,NA,NA,0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"697","1907",4320,"prop",NA,"London",NA,"Nys was on the short list, but no new evaluation was requested.","UNITED KINGDOM (GB)",NA,NA,"M",NA,NA,NA,"John  Westlake","12 - 4",NA,NA,NA,"Member of the Institute of International Law.",NA,NA,NA,"1828","1913",0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"698","1907",4563,"prop",NA,"Paris",NA,"Hodgson Pratt died in February 1907.","FRANCE (FR)",NA,NA,"M",NA,NA,NA,"Léon  de Montluc","13 - 1",NA,NA,NA,"Professor. Member of the Institute of International Law",NA,"University of Paris",NA,NA,NA,0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"699","1907",4619,"prop",NA,NA,NA,"Hodgson Pratt died in February 1907.","FRANCE (FR)",NA,NA,"M",NA,NA,NA,"Frédéric  Passy","13 - 2",NA,NA,NA,"Veteran peace worker. Cofounder of the Inter-Parliamentary Union. Nobel Peace Prize laureate 1901.",NA,NA,NA,"1822","1912",0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"700","1907",4664,"prop",NA,"Milan",NA,"Hodgson Pratt died in February 1907.","ITALY (IT)",NA,NA,"M",NA,NA,"Pratt was nominated for his effort to promote peace and arbitration. He contributed to the founding of the Permanent International Peace Bureau in 1891 and he was a member of its commission (until 1904). Pratt founded and presided over the International Arbitration and Peace Association. Bajer promoted Nordic neutrality and brotherhood. He was one of the initiators and founders of the Permanent International Peace Bureau, and he was the first president of the Peace Bureau. Bajer was also member of the council of the Inter-Parliamentary Union. He organized peace work both in Denmark and internationally, both popular peace movements and parliamentary peace work. Bajer was Scandinavia's most prominent peace advocate. Moneta became active in the peace movement in 1870. In 1878 he helped establish the League of Liberty, Brotherhood and Peace in Milan. In 1887 he helped to found the Society for International Peace and Justice, and the Lombard Union for International Peace and Understanding, of which he became president. Moneta regularly attended international peace congresses, and from 1895 onwards he was a member of the Permanent Interntional Peace Bureau. He actively worked to establish better understanding between countries on the verge of conflict, especially through arbitration. He was also editor of the journal ""La Vita Internazionale"".","Ernesto Teodoro  Moneta","13 - 6",NA,NA,NA,"Member of the Commission of the Permanent International Peace Bureau. Nobel Peace Prize laureate 1907.",NA,NA,NA,"1833","1918",0,21,1,116,84,0.181034482758621,0.0119047619047619,1.5,"1900-1910"
"701","1907",4667,"prop",NA,"London",NA,"Hodgson Pratt died in February 1907.
Two of the nominators were members of the British government","UNITED KINGDOM (GB)",NA,NA,NA,NA,NA,NA,"12 members of the British parliament","13 - 7",NA,NA,NA,"Members of parliament",NA,NA,NA,NA,NA,0,0,2,116,84,0,0.0238095238095238,59.5,"1900-1910"
"702","1907",4670,"nom",NA,"Bern",NA,NA,"SWITZERLAND (CH)",NA,NA,NA,NA,NA,"Pratt was nominated for his effort to promote peace and arbitration. He contributed to the founding of the Permanent International Peace Bureau in 1891 and he was a member of its commission (until 1904). Pratt founded and presided over the International Arbitration and Peace Association. The Peace Bureau organized peace conferences, and it collected and published peace literature. It was the heart of the European peace movement, and it co-ordinated the activities of the various national and non-governmental peace organizations.","The Permanent International Peace Bureau","13 - 8","1910",NA,NA,"Central office through which peace activities could be coordinated",NA,NA,NA,NA,NA,0,12,0,116,84,0.103448275862069,0,3.5,"1900-1910"
"703","1907",4670,"prop",NA,"Luzarches",NA,"Hodgson Pratt died in February 1907.","FRANCE (FR)",NA,NA,"M",NA,NA,NA,"Émile  Arnaud","13 - 8",NA,NA,NA,"Lawyer. Member of the Commission of the Permanent International Peace Bureau.",NA,NA,NA,"1864","1921",0,0,2,116,84,0,0.0238095238095238,59.5,"1900-1910"
"704","1907",4894,"prop",NA,"Lausanne",NA,"Renault was on the short list, but no new evaluation was requested.","SWITZERLAND (CH)",NA,NA,"M",NA,NA,NA,"Ernest  Lehr","14 - 1",NA,NA,NA,"Professor of Law. Member of the Institute of International Law",NA,NA,NA,NA,NA,0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"705","1907",4952,"prop",NA,"Paris",NA,"Lainé referred especially to Renault's contribution to international peace congresses. Renault was on the short list, but no new evaluation was requested.","FRANCE (FR)",NA,NA,"M",NA,NA,NA,"Armand  Lainé","14 - 2",NA,NA,NA,"Professor of Law",NA,NA,NA,NA,NA,0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"706","1907",4974,"prop",NA,"Paris",NA,"Renault was on the short list, but no new evaluation was requested.","FRANCE (FR)",NA,NA,"M",NA,NA,NA,"Charles  Lyon-Caen","14 - 3",NA,NA,NA,"Professor of Law. Member of the Institute of International Law",NA,"Sorbonne",NA,NA,NA,0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"707","1907",5209,"nom",NA,"South Brisbane (Queensland)",NA,NA,"AUSTRALIA (AU)",NA,NA,"M",NA,NA,"Strawson had discovered ""the true nature of money"".","John William  Strawson","15 - 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,116,84,0.00862068965517241,0,18.5,"1900-1910"
"708","1907",5209,"prop",NA,NA,NA,NA,"AUSTRALIA (AU)",NA,NA,"M",NA,NA,NA,"William  Reinhold","15 - 1",NA,NA,NA,"Member of the State Legislature, Queensland",NA,NA,NA,NA,NA,0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"709","1907",5527,"nom",NA,"Stockholm",NA,NA,"SWEDEN (SE)",NA,NA,"M",NA,NA,"Wavrinsky was nominated for his contribution to the peaceful dissolution of the Swedish-Norwegian Union in 1905. He was chairman of the Swedish Peace and Arbitration League.","Edvard  Wavrinsky","16 - 1",NA,NA,NA,"Member of the Swedish parliament",NA,NA,NA,"1848","1924",0,1,0,116,84,0.00862068965517241,0,18.5,"1900-1910"
"710","1907",5527,"prop",NA,"Stockholm",NA,NA,"SWEDEN (SE)",NA,NA,NA,NA,NA,NA,"10 members of the Swedish parliament","16 - 1",NA,NA,NA,"Members of parliament",NA,NA,NA,NA,NA,0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"711","1907",5865,"nom",NA,"Boston",NA,NA,"UNITED STATES (US)",NA,NA,"M",NA,NA,NA,"Erving  Winslow","17 - 1",NA,NA,NA,"Secretary of the Anti-Imperialist League","MA",NA,NA,"1839","1922",0,1,0,116,84,0.00862068965517241,0,18.5,"1900-1910"
"712","1907",5865,"prop",NA,NA,NA,NA,"UNITED STATES (US)",NA,NA,"M",NA,NA,NA,"James L Slayden","17 - 1",NA,NA,NA,"Member of Congress",NA,NA,NA,NA,NA,0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"713","1907",6153,"nom",NA,"Paris",NA,NA,"FRANCE (FR)",NA,NA,"F",NA,NA,NA,"Henriette Verdier  Winteler de Weindeck","18 - 1",NA,NA,NA,"Author.",NA,NA,NA,NA,NA,0,1,0,116,84,0.00862068965517241,0,18.5,"1900-1910"
"714","1907",6153,"prop",NA,NA,NA,NA,"PORTUGAL (PT)",NA,NA,NA,NA,NA,NA,"7 members of the Portugese parliament","18 - 1",NA,NA,NA,"Members of parliament",NA,NA,NA,NA,NA,0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"715","1907",6497,"nom",NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,"Prince Adam  Wiszniewski","19 - 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,116,84,0.00862068965517241,0,18.5,"1900-1910"
"716","1907",6497,"prop",NA,NA,NA,"Th nomination was also signed by Senator Pierantoni.","ITALY (IT)",NA,NA,NA,NA,NA,NA,"4 members of the Italian parliament","19 - 1",NA,NA,NA,"Members of parliament",NA,NA,NA,NA,NA,0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"717","1907",6818,"nom",NA,"Warsaw",NA,NA,"POLAND (PL)",NA,NA,"M",NA,NA,"Zamenhof invented Esperanto, the most important of the international artificial languages.","Louis Lazare  Zamenhof","20 - 1",NA,NA,NA,"Physician and oculist",NA,NA,NA,"1859","1917",0,1,0,116,84,0.00862068965517241,0,18.5,"1900-1910"
"718","1907",7156,"prop",NA,"Liverpool",NA,NA,"UNITED KINGDOM (GB)",NA,NA,"F",NA,NA,NA,"Ellen  Robinson","21 - 2",NA,NA,NA,"Member of the Commission of Permanent International Peace Bureau",NA,NA,NA,NA,NA,0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"719","1907",7168,"prop",NA,"London",NA,NA,"UNITED KINGDOM (GB)",NA,NA,"M",NA,NA,NA,"Alfred  King","21 - 3",NA,NA,NA,"Member of the British parliament",NA,NA,NA,NA,NA,0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"720","1907",7174,"prop",NA,"London",NA,NA,"UNITED KINGDOM (GB)",NA,NA,"M",NA,NA,NA,"J A Bright","21 - 4",NA,NA,NA,"Member of the British parliament",NA,NA,NA,NA,NA,0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"721","1907",7178,"prop",NA,"The Hague",NA,NA,"NETHERLANDS (NL)",NA,NA,"M",NA,NA,NA,"Samuel  Baart de la Faille","21 - 5",NA,NA,NA,"Member of the Commission of the Permanent International Peace Bureau",NA,NA,NA,NA,NA,0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"722","1907",7182,"prop",NA,NA,NA,NA,"UNITED KINGDOM (GB)",NA,NA,"M",NA,NA,NA,"R R Cherry","21 - 6",NA,NA,NA,"Attorney-General of Ireland",NA,NA,NA,NA,NA,0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"723","1907",7185,"prop",NA,NA,NA,NA,"UNITED KINGDOM (GB)",NA,NA,NA,NA,NA,NA,"J G Wilson","21 - 7",NA,NA,NA,"Member of the British parliament",NA,NA,NA,NA,NA,0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"724","1907",7187,"prop",NA,NA,NA,NA,"UNITED KINGDOM (GB)",NA,NA,"M",NA,NA,NA,"Percy  Alden","21 - 8",NA,NA,NA,"Member of the British parliament",NA,NA,NA,NA,NA,0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"725","1907",7189,"prop",NA,NA,NA,NA,"SWITZERLAND (CH)",NA,NA,"M",NA,NA,NA,"Henri  Morel","21 - 9",NA,NA,NA,"Member of the Commission of the Permanent International Peace Bureau",NA,NA,NA,NA,NA,0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"726","1907",7191,"prop",NA,"Neuchâtel",NA,NA,"SWITZERLAND (CH)",NA,NA,"M",NA,NA,NA,"Ed. Quartier la  Tente","21 - 10",NA,NA,NA,"Minister of Foreign Affairs",NA,NA,NA,NA,NA,0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"727","1907",7376,"nom",NA,"London",NA,NA,"UNITED KINGDOM (GB)",NA,NA,NA,NA,NA,NA,"The International Arbitration League","22 - 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,116,84,0.0517241379310345,0,6.5,"1900-1910"
"728","1907",7376,"prop",NA,"London",NA,NA,"UNITED KINGDOM (GB)",NA,NA,"M",NA,NA,NA,"William Randal  Cremer","22 - 1",NA,NA,NA,"Member of parliament. Secretary of the International Arbitration League.",NA,NA,NA,"1828","1908",0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"729","1907",7418,"prop",NA,NA,NA,NA,"UNITED KINGDOM (GB)",NA,NA,NA,NA,NA,NA,"C W Bowerman","22 - 2",NA,NA,NA,"Member of the British parliament",NA,NA,NA,NA,NA,0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"730","1907",7431,"prop",NA,NA,NA,NA,"UNITED KINGDOM (GB)",NA,NA,NA,NA,NA,NA,"JG Weir","22 - 3",NA,NA,NA,"Member of the British parliament",NA,NA,NA,NA,NA,0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"731","1907",7437,"prop",NA,NA,NA,NA,"UNITED KINGDOM (GB)",NA,NA,NA,NA,NA,NA,"4 members of the British parliament","22 - 4",NA,NA,NA,"Members of  parliament",NA,NA,NA,NA,NA,0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"732","1907",7441,"prop",NA,NA,NA,NA,"UNITED KINGDOM (GB)",NA,NA,NA,NA,NA,NA,"Corrie  Grant","22 - 5",NA,NA,NA,"Member of  the British parliament",NA,NA,NA,NA,NA,0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"733","1907",7443,"prop",NA,NA,NA,NA,"UNITED KINGDOM (GB)",NA,NA,"M",NA,NA,NA,"Lord Philip James  Weardale (Stanhope)","22 - 6",NA,NA,NA,NA,NA,NA,NA,"1847","1923",0,0,1,116,84,0,0.0119047619047619,59.5,"1900-1910"
"734","1908",225,"nom",NA,"Oviedo",NA,NA,"SPAIN (ES)",NA,NA,"M",NA,NA,NA,"Rafael  Altamira y Crevea","1 - 1",NA,NA,NA,"Professor of Spanish legal history",NA,"University of Oviedo",NA,"1866","1951",0,1,0,82,76,0.0121951219512195,0,24.5,"1900-1910"
"735","1908",225,"prop",NA,"Oviedo",NA,NA,"SPAIN (ES)",NA,NA,"M",NA,NA,NA,"Fermin  Canella","1 - 1",NA,NA,NA,"Professor of Civil Law",NA,NA,NA,NA,NA,0,0,1,82,76,0,0.0131578947368421,66,"1900-1910"
"736","1908",678,"nom",NA,"Helsingborg",NA,NA,"SWEDEN (SE)",NA,NA,"M",NA,NA,"Arnoldson was one of the founders of the Swedish Peace and Arbitration Society, and he carried on a vigorous campaign for arbitration in his writings. He produced substantial works on religion and peace. When Norway began agitation for more equality with Sweden, Arnoldson supported Norway's position. In 1905, when Norway and Sweden came close to a military conflict over the dissolution of the union, Arnoldson stressed the importance of a peaceful solution. He also advocated permanent Nordic neutrality.","Klas Pontus  Arnoldson","2 - 1","1908",NA,NA,"Veteran peace activist. Author, orator and peace society leader.",NA,NA,NA,"1844","1916",1,7,0,82,76,0.0853658536585366,0,3,"1900-1910"
"737","1908",678,"nom",NA,"Copenhagen",NA,NA,"DENMARK (DK)",NA,NA,"M",NA,NA,"Arnoldson was one of the founders of the Swedish Peace and Arbitration Society, and he carried on a vigorous campaign for arbitration in his writings. He produced substantial works on religion and peace. When Norway began agitation for more equality with Sweden, Arnoldson supported Norway's position. In 1905, when Norway and Sweden came close to a military conflict over the dissolution of the union, Arnoldson stressed the importance of a peaceful solution. He also advocated permanent Nordic neutrality.
Bajer promoted Nordic neutrality and brotherhood. He was one of the initiators and founders of the Permanent International Peace Bureau, and he was the first president of the Peace Bureau. Bajer was also member of the council of the Inter-Parliamentary Union. He organized peace work both in Denmark and internationally, both popular peace movements and parliamentary peace work. Bajer was Scandinavia's most prominent peace advocate.","Fredrik  Bajer","2 - 1","1908",NA,NA,"Veteran peace worker. Member of the Council of the Inter-Parliamentary Union and the Commission of the Peace Bureau.",NA,"University of Copenhagen",NA,"1837","1922",1,11,0,82,76,0.134146341463415,0,1,"1900-1910"
"738","1908",678,"prop",NA,NA,NA,"C.C. Bonde and Ernst Beckman nominated Arnoldson on behalf of the Swedish Int-Parliamentary Group.
The nominators suggested that the prize should be equally divided between the two nominees.","SWEDEN (SE)",NA,NA,"M",NA,NA,NA,"The Swedish Inter-Parliamentary Group","2 - 1",NA,NA,NA,"Members of parliament",NA,NA,NA,NA,NA,0,0,2,82,76,0,0.0263157894736842,66,"1900-1910"
"739","1908",743,"prop",NA,NA,NA,"The nominators emphasized that a peace prize to a Swede would be most satisfactory.","SWEDEN (SE)",NA,NA,NA,NA,NA,NA,"10 former members of the Swedish parliament.","2 - 2",NA,NA,NA,"Members of parliament",NA,NA,NA,NA,NA,0,0,1,82,76,0,0.0131578947368421,66,"1900-1910"
"740","1908",771,"prop",NA,"Kristiania (now Oslo)",NA,"The nominator suggested that the prize should be equally divided between the two candidates.","NORWAY (NO)",NA,NA,"M",NA,NA,NA,"Halvdan  Koht","2 - 3",NA,NA,NA,"Professor of History. Advisor to the Norwegian Nobel Committee.",NA,"Kristiania University",NA,"1873","1965",0,0,2,82,76,0,0.0263157894736842,66,"1900-1910"
"741","1908",789,"prop",NA,NA,NA,"The nominators suggested that the prize should be equally divided between the two candidates.","NORWAY (NO)",NA,NA,NA,NA,NA,NA,"22 members of the Norwegian parliament","2 - 4",NA,NA,NA,"Members of parliament",NA,NA,NA,NA,NA,0,0,2,82,76,0,0.0263157894736842,66,"1900-1910"
"742","1908",1069,"prop",NA,"Göttingen",NA,NA,"GERMANY (DE)",NA,NA,"M",NA,NA,NA,"Ludwig  von Bar","3 - 1",NA,NA,NA,"Professor of Law. Member of the Institute of International Law",NA,NA,NA,NA,NA,0,0,1,82,76,0,0.0131578947368421,66,"1900-1910"
"743","1908",1140,"prop",NA,"Wisbech",NA,NA,"UNITED KINGDOM (GB)",NA,NA,"M",NA,NA,NA,"Lord  Peckover of Wisbech","3 - 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,82,76,0,0.0131578947368421,66,"1900-1910"
"744","1908",1169,"prop",NA,"Vienna",NA,NA,"AUSTRIA (AT)",NA,NA,"M",NA,NA,NA,"Alfred Hermann  Fried","3 - 3",NA,NA,NA,"Journalist and editor. Member of the Commission of the Permanent International Peace Bureau.",NA,NA,NA,"1864","1921",0,0,1,82,76,0,0.0131578947368421,66,"1900-1910"
"745","1908",1196,"prop",NA,"Örebro",NA,NA,"SWEDEN (SE)",NA,NA,"M",NA,NA,NA,"N A Nilsson","3 - 5",NA,NA,NA,"Member of the Commission of the Permanent International Peace Bureau. Doctor.",NA,NA,NA,NA,NA,0,0,1,82,76,0,0.0131578947368421,66,"1900-1910"
"746","1908",1203,"prop",NA,NA,NA,"Neergaard nominated Bajer on behalf of the Council of the Danish Inter-Parliamentary Group.","DENMARK (DK)",NA,NA,"M",NA,NA,NA,"N  Neergaard","3 - 6",NA,NA,NA,"Member of the Council of the Danish Inter-Parliamentary Group.",NA,NA,NA,NA,NA,0,0,1,82,76,0,0.0131578947368421,66,"1900-1910"
"747","1908",1455,"nom",NA,NA,NA,NA,"UNITED KINGDOM (GB)",NA,NA,"M",NA,NA,"Barclay promoted arbitration, conciliation and international law. He was president of the British Chamber of Commerce 1899-1900. Barclay was a member of the Institute of International Law and deputy Chairman of the International Law Association.","Sir Thomas  Barclay","4 - 1",NA,NA,NA,"Former journalist. Jurist. Political writer. Advocate of international law.",NA,NA,NA,"1853","1941",0,3,0,82,76,0.0365853658536585,0,8.5,"1900-1910"
"748","1908",1455,"prop",NA,"Paris",NA,"Barclay was on the short list but no new evaluation was requested.","FRANCE (FR)",NA,NA,"M",NA,NA,NA,"André  Weiss","4 - 1",NA,NA,NA,"Member of the Institute of International Law.",NA,NA,NA,"1858","1928",0,0,1,82,76,0,0.0131578947368421,66,"1900-1910"
"749","1908",1521,"prop",NA,"New Haven",NA,"Barclay was on the short list but no new evaluation was requested.","UNITED STATES (US)",NA,NA,"M",NA,NA,NA,"Simeon E Baldwin","4 - 2",NA,NA,NA,"Professor of International Law","CT","Yale University",NA,NA,NA,0,0,1,82,76,0,0.0131578947368421,66,"1900-1910"
"750","1908",1547,"prop",NA,"Bern",NA,"Kebedgy also nominated Ernest Nys, but Barclay was his priamary choice.
Barclay was on the short list but no new evaluation was requested.","SWITZERLAND (CH)",NA,NA,"M",NA,NA,NA,"Michel M Kebedgy","4 - 3",NA,NA,NA,"Professor of Law. Member of the Institute of International Law.",NA,NA,NA,NA,NA,0,0,2,82,76,0,0.0263157894736842,66,"1900-1910"
"751","1908",1831,"nom",NA,"Saint Louis",NA,NA,"UNITED STATES (US)",NA,NA,"M",NA,NA,"Bartholdt founded the American group of the Inter-Parliamentary Union in 1904. He was president of the Inter-Parliamentary Council and he promoted international law and arbitration. He initiated the second peace conference at The Hague (1907). Bartholdt was considered to be the most significant person in the American peace movement.","Richard  Bartholdt","5 - 1",NA,NA,NA,"Member of Congress. Newspaper editor and advocate of international peace work.","MO",NA,NA,"1855","1932",0,1,0,82,76,0.0121951219512195,0,24.5,"1900-1910"
"752","1908",1831,"prop",NA,"Washington, DC",NA,"Bartholdt was on the short list, but no new evaluation was requested.","UNITED STATES (US)",NA,NA,NA,NA,NA,NA,"125 members of US Congress","5 - 1",NA,NA,NA,"Members of Congress",NA,NA,NA,NA,NA,0,0,1,82,76,0,0.0131578947368421,66,"1900-1910"
"753","1908",2211,"nom",NA,"Paris",NA,"Full name: Paul Henri Benjamin Balluet, Baron d'Estournelles de Constant de Rébecque.","FRANCE (FR)",NA,NA,"M",NA,NA,"Chairman of the French delegation to the Peace Conferences at The Hague in 1899 and 1907. Member of the French parliament's peace group. Promoted international law and arbitration.","Léon Victor Auguste  Bourgeois","6 - 1","1920",NA,NA,"Senator (1905-1923). Former cabinet minister.",NA,NA,NA,"1851","1925",0,1,1,82,76,0.0121951219512195,0.0131578947368421,24.5,"1900-1910"
"754","1908",2211,"prop",NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,"Samad  Khan","6 - 1",NA,NA,NA,"Persian Minister to Paris. Member of the Arbitration Court at The Hague",NA,NA,NA,NA,NA,0,0,1,82,76,0,0.0131578947368421,66,"1900-1910"
"755","1908",2546,"nom",NA,NA,NA,NA,"UNITED STATES (US)",NA,NA,"M",NA,NA,"Carnegie had donated money to build three international ""temples of peace"", including the Palace of Peace at The Hague. He advocated arbitration and international peace work, and he wrote a number of articles on peace. Carnegie was also president of the Peace Society of New York.","Andrew  Carnegie","7 - 1",NA,NA,NA,"Industrialist and philanthropist",NA,NA,NA,"1835","1919",0,1,0,82,76,0.0121951219512195,0,24.5,"1900-1910"
"756","1908",2546,"prop",NA,"New York",NA,"Dutton nominated both Albert K. Smiley and Carnegie, the former being his primary choice.","UNITED STATES (US)",NA,NA,"M",NA,NA,NA,"Samuel Train  Dutton","7 - 1",NA,NA,NA,"Professor. Member of the Commision of the Permanent International Peace Bureau","NY","Columbia University",NA,NA,NA,0,0,2,82,76,0,0.0263157894736842,66,"1900-1910"
"757","1908",2880,"nom",NA,"London",NA,NA,"UNITED KINGDOM (GB)",NA,NA,"M",NA,NA,"Darby was secretary of the English Peace Society. He wrote and published literature on peace, international law and arbitration, and he attended several peace congresses.","William Evans  Darby","8 - 1",NA,NA,NA,"Congregational minister. Member of the Commission of the Peace Bureau",NA,NA,NA,"1844","1922",0,3,0,82,76,0.0365853658536585,0,8.5,"1900-1910"
"758","1908",2880,"nom",NA,"London",NA,NA,"UNITED KINGDOM (GB)",NA,NA,NA,NA,NA,"Darby was secretary of the English Peace Society. He wrote and published literature on peace, international law and arbitration, and he attended several peace congresses.","The Peace Society","8 - 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,82,76,0.0365853658536585,0,8.5,"1900-1910"
"759","1908",2880,"prop",NA,"London",NA,"The Peace Society was on the short list, but no new evaluation was requested.","UNITED KINGDOM (GB)",NA,NA,"M",NA,NA,NA,"Lord Reay","8 - 1",NA,NA,NA,"Member of the Institute of International Law",NA,NA,NA,NA,NA,0,0,2,82,76,0,0.0263157894736842,66,"1900-1910"
"760","1908",2944,"prop",NA,"London",NA,NA,"UNITED KINGDOM (GB)",NA,NA,"M",NA,NA,NA,"Thos  Lough","8 - 2",NA,NA,NA,"Member of the British parliament",NA,NA,NA,NA,NA,0,0,1,82,76,0,0.0131578947368421,66,"1900-1910"
"761","1908",2944,"prop",NA,"London",NA,NA,"UNITED KINGDOM (GB)",NA,NA,"M",NA,NA,NA,"George H Radford","8 - 2",NA,NA,NA,"Member of the British parliament",NA,NA,NA,NA,NA,0,0,1,82,76,0,0.0131578947368421,66,"1900-1910"
